Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Oklahoma,All workers,Unit labor costs,% Change from previous year,2021,3.8
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2008,-1.7
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2009,-1.6
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2010,-1.6
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2011,0.0
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2012,5.0
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2013,1.9
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2014,1.8
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2015,0.9
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2016,0.8
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2017,1.3
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2018,0.4
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2019,2.6
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2020,5.0
Private nonfarm,Oregon,All workers,Unit labor costs,% Change from previous year,2021,5.0
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2008,-0.1
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2009,1.5
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2010,-1.8
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2011,2.1
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2012,1.1
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2013,0.2
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2014,1.0
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2015,2.0
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2016,0.1
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2017,2.8
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2018,3.5
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2019,2.2
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2020,3.8
Private nonfarm,Pennsylvania,All workers,Unit labor costs,% Change from previous year,2021,2.3
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2008,4.5
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2009,-4.7
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2010,0.4
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2011,1.5
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2012,1.0
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2013,2.7
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2014,4.4
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2015,2.2
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2016,0.5
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2017,3.8
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2018,3.0
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2019,1.8
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2020,3.5
Private nonfarm,Rhode Island,All workers,Unit labor costs,% Change from previous year,2021,2.7
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2008,4.8
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2009,-0.2
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2010,-2.3
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2011,1.3
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2012,1.7
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2013,2.7
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2014,1.0
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2015,3.0
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2016,0.8
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2017,2.9
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2018,1.2
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2019,2.9
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2020,3.1
Private nonfarm,South Carolina,All workers,Unit labor costs,% Change from previous year,2021,5.2
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2008,1.7
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2009,-2.5
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2010,1.5
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2011,0.5
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2012,-0.5
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2013,3.5
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2014,1.4
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2015,3.8
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2016,2.8
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2017,4.4
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2018,3.7
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2019,3.6
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2020,7.4
Private nonfarm,South Dakota,All workers,Unit labor costs,% Change from previous year,2021,2.8
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2008,1.7
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2009,-2.8
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2010,-0.5
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2011,1.0
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2012,1.1
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2013,1.2
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2014,2.1
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2015,1.1
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2016,2.5
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2017,1.9
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2018,3.9
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2019,1.5
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2020,7.2
Private nonfarm,Tennessee,All workers,Unit labor costs,% Change from previous year,2021,2.5
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2008,4.7
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2009,-2.8
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2010,0.1
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2011,1.8
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2012,2.9
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2013,-0.9
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2014,3.9
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2015,-0.4
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2016,0.2
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2017,2.1
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2018,2.1
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2019,2.0
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2020,4.2
Private nonfarm,Texas,All workers,Unit labor costs,% Change from previous year,2021,4.4
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2008,3.8
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2009,-2.6
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2010,-1.9
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2011,1.5
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2012,3.2
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2013,3.3
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2014,0.6
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2015,2.1
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2016,1.6
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2017,1.7
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2018,1.8
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2019,2.0
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2020,5.3
Private nonfarm,Utah,All workers,Unit labor costs,% Change from previous year,2021,2.7
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2008,0.8
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2009,-2.9
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2010,-3.7
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2011,3.6
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2012,2.3
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2013,5.8
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2014,-1.4
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2015,4.3
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2016,0.9
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2017,1.7
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2018,2.3
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2019,1.4
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2020,5.5
Private nonfarm,Vermont,All workers,Unit labor costs,% Change from previous year,2021,3.0
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2007,N.A.
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2008,0.6
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2009,-1.0
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2010,-1.7
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2011,1.4
Private nonfarm,Virginia,All workers,Unit labor costs,% Change from previous year,2012,3.7
