,Area,Measure,Units,Year,Value
16860,Mississippi,Output per worker,Index (2012=100),2007,92.594
16861,Mississippi,Output per worker,Index (2012=100),2008,95.226
16862,Mississippi,Output per worker,Index (2012=100),2009,94.964
16863,Mississippi,Output per worker,Index (2012=100),2010,97.493
16864,Mississippi,Output per worker,Index (2012=100),2011,98.511
16865,Mississippi,Output per worker,Index (2012=100),2012,100.000
16866,Mississippi,Output per worker,Index (2012=100),2013,97.693
16867,Mississippi,Output per worker,Index (2012=100),2014,97.538
16868,Mississippi,Output per worker,Index (2012=100),2015,96.374
16869,Mississippi,Output per worker,Index (2012=100),2016,96.559
16870,Mississippi,Output per worker,Index (2012=100),2017,94.868
16871,Mississippi,Output per worker,Index (2012=100),2018,93.870
16872,Mississippi,Output per worker,Index (2012=100),2019,94.736
16873,Mississippi,Output per worker,Index (2012=100),2020,96.403
16874,Mississippi,Output per worker,Index (2012=100),2021,98.911
16875,Missouri,Output per worker,Index (2012=100),2007,91.660
16876,Missouri,Output per worker,Index (2012=100),2008,95.763
16877,Missouri,Output per worker,Index (2012=100),2009,97.371
16878,Missouri,Output per worker,Index (2012=100),2010,100.778
16879,Missouri,Output per worker,Index (2012=100),2011,98.640
16880,Missouri,Output per worker,Index (2012=100),2012,100.000
16881,Missouri,Output per worker,Index (2012=100),2013,99.995
16882,Missouri,Output per worker,Index (2012=100),2014,99.454
16883,Missouri,Output per worker,Index (2012=100),2015,98.497
16884,Missouri,Output per worker,Index (2012=100),2016,97.178
16885,Missouri,Output per worker,Index (2012=100),2017,97.731
16886,Missouri,Output per worker,Index (2012=100),2018,98.625
16887,Missouri,Output per worker,Index (2012=100),2019,98.491
16888,Missouri,Output per worker,Index (2012=100),2020,100.683
16889,Missouri,Output per worker,Index (2012=100),2021,103.464
16890,Montana,Output per worker,Index (2012=100),2007,94.104
16891,Montana,Output per worker,Index (2012=100),2008,93.779
16892,Montana,Output per worker,Index (2012=100),2009,96.263
16893,Montana,Output per worker,Index (2012=100),2010,98.929
16894,Montana,Output per worker,Index (2012=100),2011,101.077
16895,Montana,Output per worker,Index (2012=100),2012,100.000
16896,Montana,Output per worker,Index (2012=100),2013,101.030
16897,Montana,Output per worker,Index (2012=100),2014,101.785
16898,Montana,Output per worker,Index (2012=100),2015,104.017
16899,Montana,Output per worker,Index (2012=100),2016,98.999
16900,Montana,Output per worker,Index (2012=100),2017,104.420
16901,Montana,Output per worker,Index (2012=100),2018,103.800
16902,Montana,Output per worker,Index (2012=100),2019,103.222
16903,Montana,Output per worker,Index (2012=100),2020,102.191
16904,Montana,Output per worker,Index (2012=100),2021,104.373
16905,Nebraska,Output per worker,Index (2012=100),2007,90.506
16906,Nebraska,Output per worker,Index (2012=100),2008,89.319
16907,Nebraska,Output per worker,Index (2012=100),2009,91.826
16908,Nebraska,Output per worker,Index (2012=100),2010,95.866
16909,Nebraska,Output per worker,Index (2012=100),2011,99.573
16910,Nebraska,Output per worker,Index (2012=100),2012,100.000
16911,Nebraska,Output per worker,Index (2012=100),2013,98.903
16912,Nebraska,Output per worker,Index (2012=100),2014,103.207
16913,Nebraska,Output per worker,Index (2012=100),2015,105.552
16914,Nebraska,Output per worker,Index (2012=100),2016,105.365
16915,Nebraska,Output per worker,Index (2012=100),2017,108.001
16916,Nebraska,Output per worker,Index (2012=100),2018,109.464
16917,Nebraska,Output per worker,Index (2012=100),2019,111.102
16918,Nebraska,Output per worker,Index (2012=100),2020,113.775
16919,Nebraska,Output per worker,Index (2012=100),2021,114.613
16920,Nevada,Output per worker,Index (2012=100),2007,98.929
16921,Nevada,Output per worker,Index (2012=100),2008,96.477
16922,Nevada,Output per worker,Index (2012=100),2009,97.299
16923,Nevada,Output per worker,Index (2012=100),2010,101.460
16924,Nevada,Output per worker,Index (2012=100),2011,101.804
16925,Nevada,Output per worker,Index (2012=100),2012,100.000
16926,Nevada,Output per worker,Index (2012=100),2013,98.604
16927,Nevada,Output per worker,Index (2012=100),2014,95.832
16928,Nevada,Output per worker,Index (2012=100),2015,95.720
16929,Nevada,Output per worker,Index (2012=100),2016,95.774
16930,Nevada,Output per worker,Index (2012=100),2017,96.582
16931,Nevada,Output per worker,Index (2012=100),2018,97.123
16932,Nevada,Output per worker,Index (2012=100),2019,97.532
16933,Nevada,Output per worker,Index (2012=100),2020,100.487
16934,Nevada,Output per worker,Index (2012=100),2021,100.284
16935,New Hampshire,Output per worker,Index (2012=100),2007,94.016
16936,New Hampshire,Output per worker,Index (2012=100),2008,93.110
16937,New Hampshire,Output per worker,Index (2012=100),2009,95.844
16938,New Hampshire,Output per worker,Index (2012=100),2010,99.568
16939,New Hampshire,Output per worker,Index (2012=100),2011,99.399
16940,New Hampshire,Output per worker,Index (2012=100),2012,100.000
16941,New Hampshire,Output per worker,Index (2012=100),2013,100.272
16942,New Hampshire,Output per worker,Index (2012=100),2014,101.774
16943,New Hampshire,Output per worker,Index (2012=100),2015,103.987
16944,New Hampshire,Output per worker,Index (2012=100),2016,105.642
16945,New Hampshire,Output per worker,Index (2012=100),2017,105.798
16946,New Hampshire,Output per worker,Index (2012=100),2018,107.037
16947,New Hampshire,Output per worker,Index (2012=100),2019,109.136
16948,New Hampshire,Output per worker,Index (2012=100),2020,114.280
16949,New Hampshire,Output per worker,Index (2012=100),2021,119.396
16950,New Jersey,Output per worker,Index (2012=100),2007,96.543
16951,New Jersey,Output per worker,Index (2012=100),2008,98.372
16952,New Jersey,Output per worker,Index (2012=100),2009,96.975
16953,New Jersey,Output per worker,Index (2012=100),2010,100.283
16954,New Jersey,Output per worker,Index (2012=100),2011,98.824
16955,New Jersey,Output per worker,Index (2012=100),2012,100.000
16956,New Jersey,Output per worker,Index (2012=100),2013,101.647
16957,New Jersey,Output per worker,Index (2012=100),2014,99.967
16958,New Jersey,Output per worker,Index (2012=100),2015,101.104
16959,New Jersey,Output per worker,Index (2012=100),2016,100.557
16960,New Jersey,Output per worker,Index (2012=100),2017,99.998
16961,New Jersey,Output per worker,Index (2012=100),2018,102.262
16962,New Jersey,Output per worker,Index (2012=100),2019,103.637
16963,New Jersey,Output per worker,Index (2012=100),2020,107.309
16964,New Jersey,Output per worker,Index (2012=100),2021,108.066
16965,New Mexico,Output per worker,Index (2012=100),2007,91.228
16966,New Mexico,Output per worker,Index (2012=100),2008,92.022
16967,New Mexico,Output per worker,Index (2012=100),2009,98.834
16968,New Mexico,Output per worker,Index (2012=100),2010,100.459
16969,New Mexico,Output per worker,Index (2012=100),2011,98.943
16970,New Mexico,Output per worker,Index (2012=100),2012,100.000
16971,New Mexico,Output per worker,Index (2012=100),2013,97.610
16972,New Mexico,Output per worker,Index (2012=100),2014,100.931
16973,New Mexico,Output per worker,Index (2012=100),2015,102.678
16974,New Mexico,Output per worker,Index (2012=100),2016,100.439
16975,New Mexico,Output per worker,Index (2012=100),2017,98.561
16976,New Mexico,Output per worker,Index (2012=100),2018,99.948
16977,New Mexico,Output per worker,Index (2012=100),2019,105.236
16978,New Mexico,Output per worker,Index (2012=100),2020,108.951
16979,New Mexico,Output per worker,Index (2012=100),2021,110.765
16980,New York,Output per worker,Index (2012=100),2007,90.384
16981,New York,Output per worker,Index (2012=100),2008,86.947
16982,New York,Output per worker,Index (2012=100),2009,94.058
16983,New York,Output per worker,Index (2012=100),2010,98.085
16984,New York,Output per worker,Index (2012=100),2011,96.869
16985,New York,Output per worker,Index (2012=100),2012,100.000
16986,New York,Output per worker,Index (2012=100),2013,97.447
16987,New York,Output per worker,Index (2012=100),2014,97.861
16988,New York,Output per worker,Index (2012=100),2015,97.662
16989,New York,Output per worker,Index (2012=100),2016,98.943
16990,New York,Output per worker,Index (2012=100),2017,98.949
16991,New York,Output per worker,Index (2012=100),2018,99.980
16992,New York,Output per worker,Index (2012=100),2019,102.025
16993,New York,Output per worker,Index (2012=100),2020,108.084
16994,New York,Output per worker,Index (2012=100),2021,111.262
16995,North Carolina,Output per worker,Index (2012=100),2007,93.743
16996,North Carolina,Output per worker,Index (2012=100),2008,97.401
16997,North Carolina,Output per worker,Index (2012=100),2009,98.043
16998,North Carolina,Output per worker,Index (2012=100),2010,101.065
16999,North Carolina,Output per worker,Index (2012=100),2011,100.377
17000,North Carolina,Output per worker,Index (2012=100),2012,100.000
17001,North Carolina,Output per worker,Index (2012=100),2013,100.583
17002,North Carolina,Output per worker,Index (2012=100),2014,101.465
17003,North Carolina,Output per worker,Index (2012=100),2015,101.374
17004,North Carolina,Output per worker,Index (2012=100),2016,101.002
17005,North Carolina,Output per worker,Index (2012=100),2017,102.991
17006,North Carolina,Output per worker,Index (2012=100),2018,102.594
17007,North Carolina,Output per worker,Index (2012=100),2019,102.165
17008,North Carolina,Output per worker,Index (2012=100),2020,102.321
17009,North Carolina,Output per worker,Index (2012=100),2021,105.358
17010,North Dakota,Output per worker,Index (2012=100),2007,70.007
17011,North Dakota,Output per worker,Index (2012=100),2008,72.563
17012,North Dakota,Output per worker,Index (2012=100),2009,75.633
17013,North Dakota,Output per worker,Index (2012=100),2010,80.819
17014,North Dakota,Output per worker,Index (2012=100),2011,88.439
17015,North Dakota,Output per worker,Index (2012=100),2012,100.000
17016,North Dakota,Output per worker,Index (2012=100),2013,102.848
17017,North Dakota,Output per worker,Index (2012=100),2014,110.565
17018,North Dakota,Output per worker,Index (2012=100),2015,108.845
17019,North Dakota,Output per worker,Index (2012=100),2016,104.271
17020,North Dakota,Output per worker,Index (2012=100),2017,108.084
17021,North Dakota,Output per worker,Index (2012=100),2018,110.962
17022,North Dakota,Output per worker,Index (2012=100),2019,111.826
17023,North Dakota,Output per worker,Index (2012=100),2020,114.662
17024,North Dakota,Output per worker,Index (2012=100),2021,115.607
17025,Ohio,Output per worker,Index (2012=100),2007,95.966
17026,Ohio,Output per worker,Index (2012=100),2008,95.351
17027,Ohio,Output per worker,Index (2012=100),2009,95.249
17028,Ohio,Output per worker,Index (2012=100),2010,98.788
17029,Ohio,Output per worker,Index (2012=100),2011,101.199
17030,Ohio,Output per worker,Index (2012=100),2012,100.000
17031,Ohio,Output per worker,Index (2012=100),2013,101.290
17032,Ohio,Output per worker,Index (2012=100),2014,104.263
17033,Ohio,Output per worker,Index (2012=100),2015,103.520
17034,Ohio,Output per worker,Index (2012=100),2016,104.529
17035,Ohio,Output per worker,Index (2012=100),2017,104.754
17036,Ohio,Output per worker,Index (2012=100),2018,105.386
17037,Ohio,Output per worker,Index (2012=100),2019,107.394
17038,Ohio,Output per worker,Index (2012=100),2020,109.663
17039,Ohio,Output per worker,Index (2012=100),2021,112.567
17040,Oklahoma,Output per worker,Index (2012=100),2007,88.958
17041,Oklahoma,Output per worker,Index (2012=100),2008,91.449
17042,Oklahoma,Output per worker,Index (2012=100),2009,93.297
17043,Oklahoma,Output per worker,Index (2012=100),2010,93.425
17044,Oklahoma,Output per worker,Index (2012=100),2011,96.821
17045,Oklahoma,Output per worker,Index (2012=100),2012,100.000
17046,Oklahoma,Output per worker,Index (2012=100),2013,100.042
17047,Oklahoma,Output per worker,Index (2012=100),2014,105.724
17048,Oklahoma,Output per worker,Index (2012=100),2015,111.122
17049,Oklahoma,Output per worker,Index (2012=100),2016,108.426
17050,Oklahoma,Output per worker,Index (2012=100),2017,108.634
17051,Oklahoma,Output per worker,Index (2012=100),2018,107.045
17052,Oklahoma,Output per worker,Index (2012=100),2019,109.927
17053,Oklahoma,Output per worker,Index (2012=100),2020,106.810
17054,Oklahoma,Output per worker,Index (2012=100),2021,107.089
17055,Oregon,Output per worker,Index (2012=100),2007,90.004
17056,Oregon,Output per worker,Index (2012=100),2008,93.345
17057,Oregon,Output per worker,Index (2012=100),2009,95.160
17058,Oregon,Output per worker,Index (2012=100),2010,99.299
17059,Oregon,Output per worker,Index (2012=100),2011,100.676
17060,Oregon,Output per worker,Index (2012=100),2012,100.000
17061,Oregon,Output per worker,Index (2012=100),2013,99.510
17062,Oregon,Output per worker,Index (2012=100),2014,99.823
17063,Oregon,Output per worker,Index (2012=100),2015,102.575
17064,Oregon,Output per worker,Index (2012=100),2016,103.265
17065,Oregon,Output per worker,Index (2012=100),2017,106.076
17066,Oregon,Output per worker,Index (2012=100),2018,108.661
17067,Oregon,Output per worker,Index (2012=100),2019,109.127
17068,Oregon,Output per worker,Index (2012=100),2020,112.863
17069,Oregon,Output per worker,Index (2012=100),2021,115.788
17070,Pennsylvania,Output per worker,Index (2012=100),2007,92.062
17071,Pennsylvania,Output per worker,Index (2012=100),2008,93.963
17072,Pennsylvania,Output per worker,Index (2012=100),2009,93.618
17073,Pennsylvania,Output per worker,Index (2012=100),2010,97.397
17074,Pennsylvania,Output per worker,Index (2012=100),2011,98.314
17075,Pennsylvania,Output per worker,Index (2012=100),2012,100.000
17076,Pennsylvania,Output per worker,Index (2012=100),2013,101.297
17077,Pennsylvania,Output per worker,Index (2012=100),2014,102.714
17078,Pennsylvania,Output per worker,Index (2012=100),2015,104.195
17079,Pennsylvania,Output per worker,Index (2012=100),2016,104.311
17080,Pennsylvania,Output per worker,Index (2012=100),2017,104.880
17081,Pennsylvania,Output per worker,Index (2012=100),2018,104.197
17082,Pennsylvania,Output per worker,Index (2012=100),2019,105.271
