,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
6390,1185,South Carolina,33.6,2019,612,South Carolina,Hours worked,Millions of hours,2019,"3,238.363"
6392,1185,South Carolina,33.6,2019,2262,South Carolina,Employment,Thousands of jobs,2019,1951.0
6394,1185,South Carolina,33.6,2019,8862,South Carolina,Hours worked,Index (2012=100),2019,117.659
6395,1185,South Carolina,33.6,2019,9687,South Carolina,Employment,Index (2012=100),2019,120.251
6396,1185,South Carolina,33.6,2019,15462,South Carolina,Labor productivity,Index (2012=100),2019,105.177
6398,1185,South Carolina,33.6,2019,17112,South Carolina,Output per worker,Index (2012=100),2019,102.910
6400,1186,South Dakota,31.2,2019,627,South Dakota,Hours worked,Millions of hours,2019,635.782
6402,1186,South Dakota,31.2,2019,2277,South Dakota,Employment,Thousands of jobs,2019,390.9
6404,1186,South Dakota,31.2,2019,8877,South Dakota,Hours worked,Index (2012=100),2019,102.428
6405,1186,South Dakota,31.2,2019,9702,South Dakota,Employment,Index (2012=100),2019,106.031
6406,1186,South Dakota,31.2,2019,15477,South Dakota,Labor productivity,Index (2012=100),2019,103.822
6408,1186,South Dakota,31.2,2019,17127,South Dakota,Output per worker,Index (2012=100),2019,100.295
6410,1187,Tennessee,36.2,2019,642,Tennessee,Hours worked,Millions of hours,2019,"4,918.956"
6412,1187,Tennessee,36.2,2019,2292,Tennessee,Employment,Thousands of jobs,2019,2913.9
6414,1187,Tennessee,36.2,2019,8892,Tennessee,Hours worked,Index (2012=100),2019,115.666
6415,1187,Tennessee,36.2,2019,9717,Tennessee,Employment,Index (2012=100),2019,117.078
6416,1187,Tennessee,36.2,2019,15492,Tennessee,Labor productivity,Index (2012=100),2019,101.744
6418,1187,Tennessee,36.2,2019,17142,Tennessee,Output per worker,Index (2012=100),2019,100.517
6420,1188,Texas,38.0,2019,657,Texas,Hours worked,Millions of hours,2019,"20,429.571"
6422,1188,Texas,38.0,2019,2307,Texas,Employment,Thousands of jobs,2019,11763.8
6424,1188,Texas,38.0,2019,8907,Texas,Hours worked,Index (2012=100),2019,116.459
6425,1188,Texas,38.0,2019,9732,Texas,Employment,Index (2012=100),2019,117.846
6426,1188,Texas,38.0,2019,15507,Texas,Labor productivity,Index (2012=100),2019,109.994
6428,1188,Texas,38.0,2019,17157,Texas,Output per worker,Index (2012=100),2019,108.700
6430,1189,Utah,42.2,2019,672,Utah,Hours worked,Millions of hours,2019,"2,314.312"
6432,1189,Utah,42.2,2019,2322,Utah,Employment,Thousands of jobs,2019,1402.4
6434,1189,Utah,42.2,2019,8922,Utah,Hours worked,Index (2012=100),2019,125.381
6435,1189,Utah,42.2,2019,9747,Utah,Employment,Index (2012=100),2019,127.326
6436,1189,Utah,42.2,2019,15522,Utah,Labor productivity,Index (2012=100),2019,109.774
6438,1189,Utah,42.2,2019,17172,Utah,Output per worker,Index (2012=100),2019,108.098
6440,1190,Vermont,29.0,2019,687,Vermont,Hours worked,Millions of hours,2019,467.775
6442,1190,Vermont,29.0,2019,2337,Vermont,Employment,Thousands of jobs,2019,289.7
6444,1190,Vermont,29.0,2019,8937,Vermont,Hours worked,Index (2012=100),2019,100.663
6445,1190,Vermont,29.0,2019,9762,Vermont,Employment,Index (2012=100),2019,101.261
6446,1190,Vermont,29.0,2019,15537,Vermont,Labor productivity,Index (2012=100),2019,103.455
6448,1190,Vermont,29.0,2019,17187,Vermont,Output per worker,Index (2012=100),2019,102.844
6450,1192,Virginia,32.2,2019,702,Virginia,Hours worked,Millions of hours,2019,"5,829.843"
6452,1192,Virginia,32.2,2019,2352,Virginia,Employment,Thousands of jobs,2019,3552.4
6454,1192,Virginia,32.2,2019,8952,Virginia,Hours worked,Index (2012=100),2019,105.783
6455,1192,Virginia,32.2,2019,9777,Virginia,Employment,Index (2012=100),2019,108.903
6456,1192,Virginia,32.2,2019,15552,Virginia,Labor productivity,Index (2012=100),2019,106.714
6458,1192,Virginia,32.2,2019,17202,Virginia,Output per worker,Index (2012=100),2019,103.657
6460,1193,Washington,24.9,2019,717,Washington,Hours worked,Millions of hours,2019,"5,218.178"
6462,1193,Washington,24.9,2019,2367,Washington,Employment,Thousands of jobs,2019,3165.7
6464,1193,Washington,24.9,2019,8967,Washington,Hours worked,Index (2012=100),2019,118.950
6465,1193,Washington,24.9,2019,9792,Washington,Employment,Index (2012=100),2019,119.336
6466,1193,Washington,24.9,2019,15567,Washington,Labor productivity,Index (2012=100),2019,117.807
6468,1193,Washington,24.9,2019,17217,Washington,Output per worker,Index (2012=100),2019,117.426
6470,1194,West Virginia,35.9,2019,732,West Virginia,Hours worked,Millions of hours,2019,"1,022.510"
6472,1194,West Virginia,35.9,2019,2382,West Virginia,Employment,Thousands of jobs,2019,604.3
6474,1194,West Virginia,35.9,2019,8982,West Virginia,Hours worked,Index (2012=100),2019,99.006
6475,1194,West Virginia,35.9,2019,9807,West Virginia,Employment,Index (2012=100),2019,97.697
6476,1194,West Virginia,35.9,2019,15582,West Virginia,Labor productivity,Index (2012=100),2019,107.464
6478,1194,West Virginia,35.9,2019,17232,West Virginia,Output per worker,Index (2012=100),2019,108.903
6480,1195,Wisconsin,36.2,2019,747,Wisconsin,Hours worked,Millions of hours,2019,"4,409.367"
6482,1195,Wisconsin,36.2,2019,2397,Wisconsin,Employment,Thousands of jobs,2019,2784.1
6484,1195,Wisconsin,36.2,2019,8997,Wisconsin,Hours worked,Index (2012=100),2019,108.070
6485,1195,Wisconsin,36.2,2019,9822,Wisconsin,Employment,Index (2012=100),2019,110.087
6486,1195,Wisconsin,36.2,2019,15597,Wisconsin,Labor productivity,Index (2012=100),2019,105.092
6488,1195,Wisconsin,36.2,2019,17247,Wisconsin,Output per worker,Index (2012=100),2019,103.167
6490,1196,Wyoming,38.8,2019,762,Wyoming,Hours worked,Millions of hours,2019,410.527
6492,1196,Wyoming,38.8,2019,2412,Wyoming,Employment,Thousands of jobs,2019,239.5
6494,1196,Wyoming,38.8,2019,9012,Wyoming,Hours worked,Index (2012=100),2019,97.583
6495,1196,Wyoming,38.8,2019,9837,Wyoming,Employment,Index (2012=100),2019,99.653
6496,1196,Wyoming,38.8,2019,15612,Wyoming,Labor productivity,Index (2012=100),2019,101.706
6498,1196,Wyoming,38.8,2019,17262,Wyoming,Output per worker,Index (2012=100),2019,99.594
6500,1197,Alabama,35.2,2020,13,Alabama,Hours worked,Millions of hours,2020,"2,920.705"
6502,1197,Alabama,35.2,2020,1663,Alabama,Employment,Thousands of jobs,2020,1723.4
6504,1197,Alabama,35.2,2020,8263,Alabama,Hours worked,Index (2012=100),2020,103.086
6505,1197,Alabama,35.2,2020,9088,Alabama,Employment,Index (2012=100),2020,105.448
6506,1197,Alabama,35.2,2020,14863,Alabama,Labor productivity,Index (2012=100),2020,102.247
6508,1197,Alabama,35.2,2020,16513,Alabama,Output per worker,Index (2012=100),2020,99.957
6510,1198,Alaska,15.8,2020,28,Alaska,Hours worked,Millions of hours,2020,425.694
6512,1198,Alaska,15.8,2020,1678,Alaska,Employment,Thousands of jobs,2020,253.9
6514,1198,Alaska,15.8,2020,8278,Alaska,Hours worked,Index (2012=100),2020,88.252
6515,1198,Alaska,15.8,2020,9103,Alaska,Employment,Index (2012=100),2020,90.980
6516,1198,Alaska,15.8,2020,14878,Alaska,Labor productivity,Index (2012=100),2020,94.513
6518,1198,Alaska,15.8,2020,16528,Alaska,Output per worker,Index (2012=100),2020,91.679
6520,1199,Arizona,47.1,2020,43,Arizona,Hours worked,Millions of hours,2020,"4,493.924"
6522,1199,Arizona,47.1,2020,1693,Arizona,Employment,Thousands of jobs,2020,2680.0
6524,1199,Arizona,47.1,2020,8293,Arizona,Hours worked,Index (2012=100),2020,116.883
6525,1199,Arizona,47.1,2020,9118,Arizona,Employment,Index (2012=100),2020,117.821
6526,1199,Arizona,47.1,2020,14893,Arizona,Labor productivity,Index (2012=100),2020,103.853
6528,1199,Arizona,47.1,2020,16543,Arizona,Output per worker,Index (2012=100),2020,103.025
6530,1200,Arkansas,33.0,2020,58,Arkansas,Hours worked,Millions of hours,2020,"1,835.452"
6532,1200,Arkansas,33.0,2020,1708,Arkansas,Employment,Thousands of jobs,2020,1106.9
6534,1200,Arkansas,33.0,2020,8308,Arkansas,Hours worked,Index (2012=100),2020,104.448
6535,1200,Arkansas,33.0,2020,9133,Arkansas,Employment,Index (2012=100),2020,106.421
6536,1200,Arkansas,33.0,2020,14908,Arkansas,Labor productivity,Index (2012=100),2020,103.715
6538,1200,Arkansas,33.0,2020,16558,Arkansas,Output per worker,Index (2012=100),2020,101.792
6540,1201,California,48.0,2020,73,California,Hours worked,Millions of hours,2020,"25,084.462"
6542,1201,California,48.0,2020,1723,California,Employment,Thousands of jobs,2020,15114.2
6544,1201,California,48.0,2020,8323,California,Hours worked,Index (2012=100),2020,107.438
6545,1201,California,48.0,2020,9148,California,Employment,Index (2012=100),2020,107.028
6546,1201,California,48.0,2020,14923,California,Labor productivity,Index (2012=100),2020,121.868
6548,1201,California,48.0,2020,16573,California,Output per worker,Index (2012=100),2020,122.335
6550,1202,Colorado,34.6,2020,88,Colorado,Hours worked,Millions of hours,2020,"3,849.613"
6552,1202,Colorado,34.6,2020,1738,Colorado,Employment,Thousands of jobs,2020,2408.0
6554,1202,Colorado,34.6,2020,8338,Colorado,Hours worked,Index (2012=100),2020,108.534
6555,1202,Colorado,34.6,2020,9163,Colorado,Employment,Index (2012=100),2020,113.796
6556,1202,Colorado,34.6,2020,14938,Colorado,Labor productivity,Index (2012=100),2020,117.081
6558,1202,Colorado,34.6,2020,16588,Colorado,Output per worker,Index (2012=100),2020,111.667
6560,1203,Connecticut,39.1,2020,103,Connecticut,Hours worked,Millions of hours,2020,"2,426.493"
6562,1203,Connecticut,39.1,2020,1753,Connecticut,Employment,Thousands of jobs,2020,1488.1
6564,1203,Connecticut,39.1,2020,8353,Connecticut,Hours worked,Index (2012=100),2020,96.050
6565,1203,Connecticut,39.1,2020,9178,Connecticut,Employment,Index (2012=100),2020,96.736
6566,1203,Connecticut,39.1,2020,14953,Connecticut,Labor productivity,Index (2012=100),2020,103.657
6568,1203,Connecticut,39.1,2020,16603,Connecticut,Output per worker,Index (2012=100),2020,102.922
6570,1205,Delaware,38.0,2020,118,Delaware,Hours worked,Millions of hours,2020,608.344
6572,1205,Delaware,38.0,2020,1768,Delaware,Employment,Thousands of jobs,2020,391.6
6574,1205,Delaware,38.0,2020,8368,Delaware,Hours worked,Index (2012=100),2020,100.378
6575,1205,Delaware,38.0,2020,9193,Delaware,Employment,Index (2012=100),2020,103.003
6576,1205,Delaware,38.0,2020,14968,Delaware,Labor productivity,Index (2012=100),2020,98.485
6578,1205,Delaware,38.0,2020,16618,Delaware,Output per worker,Index (2012=100),2020,95.975
6580,1207,Florida,35.8,2020,148,Florida,Hours worked,Millions of hours,2020,"13,077.435"
6582,1207,Florida,35.8,2020,1798,Florida,Employment,Thousands of jobs,2020,7935.1
6584,1207,Florida,35.8,2020,8398,Florida,Hours worked,Index (2012=100),2020,115.351
6585,1207,Florida,35.8,2020,9223,Florida,Employment,Index (2012=100),2020,116.364
6586,1207,Florida,35.8,2020,14998,Florida,Labor productivity,Index (2012=100),2020,108.209
6588,1207,Florida,35.8,2020,16648,Florida,Output per worker,Index (2012=100),2020,107.266
6590,1208,Georgia,33.1,2020,163,Georgia,Hours worked,Millions of hours,2020,"6,602.137"
6592,1208,Georgia,33.1,2020,1813,Georgia,Employment,Thousands of jobs,2020,3971.2
6594,1208,Georgia,33.1,2020,8413,Georgia,Hours worked,Index (2012=100),2020,109.690
6595,1208,Georgia,33.1,2020,9238,Georgia,Employment,Index (2012=100),2020,111.875
6596,1208,Georgia,33.1,2020,15013,Georgia,Labor productivity,Index (2012=100),2020,112.779
6598,1208,Georgia,33.1,2020,16663,Georgia,Output per worker,Index (2012=100),2020,110.576
6600,1209,Hawaii,17.2,2020,178,Hawaii,Hours worked,Millions of hours,2020,758.150
6602,1209,Hawaii,17.2,2020,1828,Hawaii,Employment,Thousands of jobs,2020,482.2
6604,1209,Hawaii,17.2,2020,8428,Hawaii,Hours worked,Index (2012=100),2020,85.516
6605,1209,Hawaii,17.2,2020,9253,Hawaii,Employment,Index (2012=100),2020,90.322
6606,1209,Hawaii,17.2,2020,15028,Hawaii,Labor productivity,Index (2012=100),2020,115.310
6608,1209,Hawaii,17.2,2020,16678,Hawaii,Output per worker,Index (2012=100),2020,109.175
6610,1210,Idaho,25.9,2020,193,Idaho,Hours worked,Millions of hours,2020,"1,136.669"
6612,1210,Idaho,25.9,2020,1843,Idaho,Employment,Thousands of jobs,2020,703.4
6614,1210,Idaho,25.9,2020,8443,Idaho,Hours worked,Index (2012=100),2020,124.338
6615,1210,Idaho,25.9,2020,9268,Idaho,Employment,Index (2012=100),2020,123.674
6616,1210,Idaho,25.9,2020,15043,Idaho,Labor productivity,Index (2012=100),2020,103.447
6618,1210,Idaho,25.9,2020,16693,Idaho,Output per worker,Index (2012=100),2020,104.002
6620,1211,Illinois,39.1,2020,208,Illinois,Hours worked,Millions of hours,2020,"8,545.610"
6622,1211,Illinois,39.1,2020,1858,Illinois,Employment,Thousands of jobs,2020,5186.9
6624,1211,Illinois,39.1,2020,8458,Illinois,Hours worked,Index (2012=100),2020,97.700
6625,1211,Illinois,39.1,2020,9283,Illinois,Employment,Index (2012=100),2020,99.072
6626,1211,Illinois,39.1,2020,15058,Illinois,Labor productivity,Index (2012=100),2020,105.288
6628,1211,Illinois,39.1,2020,16708,Illinois,Output per worker,Index (2012=100),2020,103.830
6630,1212,Indiana,35.8,2020,223,Indiana,Hours worked,Millions of hours,2020,"4,595.132"
6632,1212,Indiana,35.8,2020,1873,Indiana,Employment,Thousands of jobs,2020,2731.2
6634,1212,Indiana,35.8,2020,8473,Indiana,Hours worked,Index (2012=100),2020,105.783
6635,1212,Indiana,35.8,2020,9298,Indiana,Employment,Index (2012=100),2020,105.663
6636,1212,Indiana,35.8,2020,15073,Indiana,Labor productivity,Index (2012=100),2020,103.778
6638,1212,Indiana,35.8,2020,16723,Indiana,Output per worker,Index (2012=100),2020,103.895
6640,1213,Iowa,33.9,2020,238,Iowa,Hours worked,Millions of hours,2020,"2,236.461"
6642,1213,Iowa,33.9,2020,1888,Iowa,Employment,Thousands of jobs,2020,1352.8
6644,1213,Iowa,33.9,2020,8488,Iowa,Hours worked,Index (2012=100),2020,99.057
6645,1213,Iowa,33.9,2020,9313,Iowa,Employment,Index (2012=100),2020,99.271
6646,1213,Iowa,33.9,2020,15088,Iowa,Labor productivity,Index (2012=100),2020,108.673
6648,1213,Iowa,33.9,2020,16738,Iowa,Output per worker,Index (2012=100),2020,108.439
6650,1214,Kansas,31.5,2020,253,Kansas,Hours worked,Millions of hours,2020,"1,937.252"
6652,1214,Kansas,31.5,2020,1903,Kansas,Employment,Thousands of jobs,2020,1185.0
6654,1214,Kansas,31.5,2020,8503,Kansas,Hours worked,Index (2012=100),2020,96.480
6655,1214,Kansas,31.5,2020,9328,Kansas,Employment,Index (2012=100),2020,98.908
6656,1214,Kansas,31.5,2020,15103,Kansas,Labor productivity,Index (2012=100),2020,118.224
6658,1214,Kansas,31.5,2020,16753,Kansas,Output per worker,Index (2012=100),2020,115.323
6660,1215,Kentucky,36.2,2020,268,Kentucky,Hours worked,Millions of hours,2020,"2,779.684"
6662,1215,Kentucky,36.2,2020,1918,Kentucky,Employment,Thousands of jobs,2020,1643.9
6664,1215,Kentucky,36.2,2020,8518,Kentucky,Hours worked,Index (2012=100),2020,104.104
6665,1215,Kentucky,36.2,2020,9343,Kentucky,Employment,Index (2012=100),2020,103.217
6666,1215,Kentucky,36.2,2020,15118,Kentucky,Labor productivity,Index (2012=100),2020,102.507
6668,1215,Kentucky,36.2,2020,16768,Kentucky,Output per worker,Index (2012=100),2020,103.388
6670,1216,Louisiana,33.9,2020,283,Louisiana,Hours worked,Millions of hours,2020,"2,817.820"
6672,1216,Louisiana,33.9,2020,1933,Louisiana,Employment,Thousands of jobs,2020,1645.1
6674,1216,Louisiana,33.9,2020,8533,Louisiana,Hours worked,Index (2012=100),2020,94.697
6675,1216,Louisiana,33.9,2020,9358,Louisiana,Employment,Index (2012=100),2020,96.473
6676,1216,Louisiana,33.9,2020,15133,Louisiana,Labor productivity,Index (2012=100),2020,99.883
6678,1216,Louisiana,33.9,2020,16783,Louisiana,Output per worker,Index (2012=100),2020,98.044
6680,1217,Maine,33.5,2020,298,Maine,Hours worked,Millions of hours,2020,904.565
6682,1217,Maine,33.5,2020,1948,Maine,Employment,Thousands of jobs,2020,565.0
6684,1217,Maine,33.5,2020,8548,Maine,Hours worked,Index (2012=100),2020,97.803
6685,1217,Maine,33.5,2020,9373,Maine,Employment,Index (2012=100),2020,100.083
6686,1217,Maine,33.5,2020,15148,Maine,Labor productivity,Index (2012=100),2020,113.428
6688,1217,Maine,33.5,2020,16798,Maine,Output per worker,Index (2012=100),2020,110.845
6690,1218,Maryland,35.7,2020,313,Maryland,Hours worked,Millions of hours,2020,"3,659.881"
6692,1218,Maryland,35.7,2020,1963,Maryland,Employment,Thousands of jobs,2020,2229.7
6694,1218,Maryland,35.7,2020,8563,Maryland,Hours worked,Index (2012=100),2020,99.962
6695,1218,Maryland,35.7,2020,9388,Maryland,Employment,Index (2012=100),2020,99.655
6696,1218,Maryland,35.7,2020,15163,Maryland,Labor productivity,Index (2012=100),2020,107.766
6698,1218,Maryland,35.7,2020,16813,Maryland,Output per worker,Index (2012=100),2020,108.097
6700,1219,Massachusetts,36.5,2020,328,Massachusetts,Hours worked,Millions of hours,2020,"5,045.027"
6702,1219,Massachusetts,36.5,2020,1978,Massachusetts,Employment,Thousands of jobs,2020,3140.0
6704,1219,Massachusetts,36.5,2020,8578,Massachusetts,Hours worked,Index (2012=100),2020,100.934
6705,1219,Massachusetts,36.5,2020,9403,Massachusetts,Employment,Index (2012=100),2020,99.653
6706,1219,Massachusetts,36.5,2020,15178,Massachusetts,Labor productivity,Index (2012=100),2020,114.369
6708,1219,Massachusetts,36.5,2020,16828,Massachusetts,Output per worker,Index (2012=100),2020,115.838
6710,1220,Michigan,33.6,2020,343,Michigan,Hours worked,Millions of hours,2020,"5,995.625"
6712,1220,Michigan,33.6,2020,1993,Michigan,Employment,Thousands of jobs,2020,3683.9
6714,1220,Michigan,33.6,2020,8593,Michigan,Hours worked,Index (2012=100),2020,99.319
6715,1220,Michigan,33.6,2020,9418,Michigan,Employment,Index (2012=100),2020,100.839
6716,1220,Michigan,33.6,2020,15193,Michigan,Labor productivity,Index (2012=100),2020,107.221
6718,1220,Michigan,33.6,2020,16843,Michigan,Output per worker,Index (2012=100),2020,105.604
6720,1221,Minnesota,29.4,2020,358,Minnesota,Hours worked,Millions of hours,2020,"4,198.729"
6722,1221,Minnesota,29.4,2020,2008,Minnesota,Employment,Thousands of jobs,2020,2572.2
6724,1221,Minnesota,29.4,2020,8608,Minnesota,Hours worked,Index (2012=100),2020,105.091
6725,1221,Minnesota,29.4,2020,9433,Minnesota,Employment,Index (2012=100),2020,103.781
6726,1221,Minnesota,29.4,2020,15208,Minnesota,Labor productivity,Index (2012=100),2020,106.652
6728,1221,Minnesota,29.4,2020,16858,Minnesota,Output per worker,Index (2012=100),2020,107.998
6730,1222,Mississippi,37.2,2020,373,Mississippi,Hours worked,Millions of hours,2020,"1,585.227"
6732,1222,Mississippi,37.2,2020,2023,Mississippi,Employment,Thousands of jobs,2020,952.1
6734,1222,Mississippi,37.2,2020,8623,Mississippi,Hours worked,Index (2012=100),2020,98.998
6735,1222,Mississippi,37.2,2020,9448,Mississippi,Employment,Index (2012=100),2020,102.477
6736,1222,Mississippi,37.2,2020,15223,Mississippi,Labor productivity,Index (2012=100),2020,99.791
6738,1222,Mississippi,37.2,2020,16873,Mississippi,Output per worker,Index (2012=100),2020,96.403
6740,1223,Missouri,35.0,2020,388,Missouri,Hours worked,Millions of hours,2020,"4,065.452"
6742,1223,Missouri,35.0,2020,2038,Missouri,Employment,Thousands of jobs,2020,2529.5
6744,1223,Missouri,35.0,2020,8638,Missouri,Hours worked,Index (2012=100),2020,100.304
6745,1223,Missouri,35.0,2020,9463,Missouri,Employment,Index (2012=100),2020,103.752
6746,1223,Missouri,35.0,2020,15238,Missouri,Labor productivity,Index (2012=100),2020,104.143
6748,1223,Missouri,35.0,2020,16888,Missouri,Output per worker,Index (2012=100),2020,100.683
6750,1224,Montana,25.9,2020,403,Montana,Hours worked,Millions of hours,2020,668.007
6752,1224,Montana,25.9,2020,2053,Montana,Employment,Thousands of jobs,2020,427.7
